Id,Date,SMA_5,Volatility_20d,MACD,Open,RSI_14,Lag1_Close,Volume,SMA_20,Return_5d,BB_Lower,BB_Upper,BB_Width,Volatility_5d,High,Return_2d,Low,EMA_26,EMA_12,Return_1d,Close,Target_Return,Target_Direction
63,2000-03-30,88.9689,0.010889,-1.091604,88.3183,46.2636,88.3183,531164.0,88.7227,-0.023621,86.8289,90.6165,0.04269,0.011037,87.9539,-0.02813,85.6198,89.9351,88.8435,-0.014723,87.018,0.01053,1
64,2000-03-31,88.5064,0.010558,-1.08327,87.018,46.2636,87.018,240705.0,88.6487,-0.025624,86.753,90.5443,0.042767,0.010232,88.7093,-0.004348,86.508,89.7869,88.7036,0.01053,87.9343,0.017476,1
65,2000-03-04,88.4557,0.011127,-0.941807,87.9343,57.0155,87.9343,1149286.0,88.6908,-0.00283,86.7599,90.6216,0.043541,0.01433,89.5136,0.02819,89.414,89.7635,88.8217,0.017476,89.471,-0.000669,0
66,2000-04-04,88.4306,0.01104,-0.825015,89.471,60.3284,89.471,492722.0,88.7545,-0.00283,86.8165,90.6925,0.043671,0.014304,89.6073,0.016795,89.1335,89.7374,88.9124,-0.000669,89.4112,0.012965,1
67,2000-04-05,88.881,0.010999,-0.631638,89.4112,61.8774,89.4112,382876.0,88.816,0.025499,86.7275,90.9046,0.04703,0.012949,90.8356,0.012287,90.1254,89.7991,89.1674,0.012965,90.5704,0.004806,1
68,2000-04-06,89.6785,0.011003,-0.438212,90.5704,59.3763,90.5704,537006.0,88.8789,0.045826,86.6048,91.153,0.051173,0.007088,91.1446,0.017833,90.8186,89.8884,89.4502,0.004806,91.0056,-0.007859,0
69,2000-04-07,90.1497,0.009892,-0.338725,91.0056,51.4297,91.0056,321844.0,89.0035,0.026795,86.7057,91.3013,0.051633,0.010198,90.5149,-0.003091,90.1083,89.9182,89.5795,-0.007859,90.2905,0.004803,1
70,2000-04-10,90.4004,0.0099,-0.222326,90.2905,58.0773,90.2905,321844.0,89.1308,0.014005,86.7451,91.5164,0.053532,0.007697,91.2183,-0.003094,90.3152,89.9779,89.7556,0.004803,90.7241,0.019809,1
71,2000-04-11,91.0224,0.0099,0.014767,90.7241,66.0638,90.7241,588835.0,89.3682,0.034784,86.6322,92.1042,0.06123,0.010369,93.124,0.024707,91.2396,90.1663,90.1811,0.019809,92.5213,-0.000213,0
72,2000-12-04,91.4086,0.010303,0.198781,92.5213,64.7845,92.5213,865650.0,89.6409,0.021322,86.7938,92.488,0.063522,0.010115,93.5062,0.019592,91.7323,90.3393,90.5381,-0.000213,92.5016,0.020151,1
73,2000-04-13,92.0806,0.010947,0.489383,92.5016,66.9276,92.5016,584470.0,89.9721,0.03692,86.5685,93.3757,0.075659,0.01239,94.8,0.019934,94.1021,90.6375,91.1269,0.020151,94.3656,-0.032237,0
74,2000-04-14,92.2872,0.013322,0.468816,94.3656,55.4425,94.3656,440850.0,90.0927,0.011442,86.6766,93.5089,0.075837,0.021392,91.6444,-0.012735,90.5829,90.6884,91.1572,-0.032237,91.3235,0.010649,1
75,2000-04-17,92.6016,0.013267,0.524942,91.3235,58.9185,91.3235,445358.0,90.2085,0.017327,86.6541,93.7628,0.078803,0.021709,92.6553,-0.02193,92.0133,90.8074,91.3324,0.010649,92.2961,0.001336,1
76,2000-04-18,92.5812,0.012982,0.572767,92.2961,64.2642,92.2961,482212.0,90.3767,-0.001102,86.7347,94.0186,0.080595,0.019751,93.0538,0.011999,92.0784,90.9268,91.4996,0.001336,92.4194,-0.003523,0
77,2000-04-19,92.4997,0.01298,0.572767,92.4194,68.9388,92.4194,474884.0,90.5448,-0.004408,86.9123,94.1773,0.080237,0.019813,93.0668,-0.002192,91.0886,91.0133,91.591,-0.003523,92.0938,0.001395,1
78,2000-04-20,92.071,0.012967,0.585298,92.0938,66.9987,92.0938,429187.0,90.5448,-0.022713,87.0582,94.3413,0.080299,0.016345,92.4657,-0.002133,91.9257,91.1028,91.6881,0.001395,92.2223,-0.024498,0
79,2000-04-21,91.7989,0.013954,0.404326,92.2223,51.8447,92.2223,448055.0,90.6856,-0.014898,87.0344,94.3368,0.080524,0.013104,90.7746,-0.023137,89.1043,91.0184,91.4227,-0.024498,89.963,-0.002526,0
80,2000-04-24,91.2868,0.013903,0.239801,89.963,51.2018,89.963,962708.0,90.6861,-0.02774,87.0355,94.3367,0.08051,0.010816,90.7333,-0.026962,88.6611,90.9234,91.1632,-0.002526,89.7357,0.004749,1
81,2000-04-25,90.8353,0.013931,0.142159,89.7357,48.4004,89.7357,560249.0,90.7174,-0.024427,87.0976,94.3371,0.079802,0.011449,90.6444,0.00221,89.5548,90.867,91.0091,0.004749,90.1619,0.019037,1
82,2000-04-26,90.7922,0.014109,0.200958,90.1619,53.1052,90.1619,466294.0,90.8954,-0.00234,87.4253,94.3654,0.076352,0.015754,92.1587,0.023876,91.645,90.9419,91.1429,0.019037,91.8782,-0.006272,0
83,2000-04-27,90.6082,0.0137,0.198768,91.8782,53.6356,91.8782,615145.0,91.1096,-0.009979,88.157,94.0621,0.064813,0.015912,92.9738,0.012646,90.0217,90.9686,91.1673,-0.006272,91.302,-0.009899,0
84,2000-04-28,90.6952,0.013831,0.122692,91.302,48.8671,91.302,615167.0,91.2328,0.004838,88.6564,93.8091,0.056479,0.01144,90.6805,-0.016108,90.0321,90.9263,91.049,-0.009899,90.3982,-0.006065,0
85,2000-05-01,90.7181,0.013392,0.017954,90.3982,39.8297,90.3982,709984.0,91.2517,0.001273,88.7248,93.7786,0.055383,0.011817,90.0192,-0.015904,89.7491,90.8466,90.8645,-0.006065,89.85,0.011841,1
86,2000-05-02,90.8685,0.013634,0.020558,89.85,44.4005,89.85,303017.0,91.3268,0.008341,88.9452,93.7085,0.052157,0.012862,91.8222,0.005704,90.3114,90.8516,90.8721,0.011841,90.9139,0.00439,1
87,2000-05-03,90.7554,0.013368,0.054198,90.9139,37.9933,90.9139,347922.0,91.364,-0.006153,89.009,93.719,0.051552,0.009033,91.9883,0.016282,90.2909,90.8858,90.9399,0.00439,91.3129,-0.006416,0
88,2000-05-04,90.6404,0.013413,0.033204,91.3129,47.0922,91.3129,294555.0,91.35,-0.006297,88.9828,93.7173,0.051827,0.009053,89.8624,-0.002054,90.2909,90.874,90.9072,-0.006416,90.7271,0.006727,1
89,2000-05-05,90.8283,0.013363,0.065066,90.7271,45.1553,90.7271,649112.0,91.4024,0.01039,89.0881,93.7167,0.050639,0.008073,92.3703,0.000268,89.8911,90.9083,90.9734,0.006727,91.3374,0.001462,1
90,2000-05-08,91.1525,0.01333,0.099941,91.3374,45.2122,91.3374,633449.0,91.4397,0.018041,89.1476,93.7319,0.050135,0.006767,91.8918,0.008199,91.0177,90.95,91.0499,0.001462,91.471,0.01252,1
91,2000-05-09,91.4929,0.012865,0.217479,91.471,52.4357,91.471,633449.0,91.4445,0.018725,89.1425,93.7465,0.050347,0.006978,93.7943,0.014,91.747,91.0734,91.2909,0.01252,92.6162,-0.00857,0
92,2000-05-10,91.5948,0.013012,0.243773,92.6162,48.2447,92.6162,537895.0,91.4105,0.00558,89.1546,93.6664,0.049357,0.008834,92.8642,0.003842,89.922,91.1289,91.3727,-0.00857,91.8225,-0.003883,0
93,2000-05-11,91.7426,0.012103,0.233156,91.8225,57.9218,91.8225,878628.0,91.2656,0.008144,89.4871,93.044,0.038973,0.008352,92.2504,-0.012419,90.9652,91.1539,91.387,-0.003883,91.466,-0.004691,0
94,2000-05-12,91.6825,0.009761,0.187953,91.466,56.7153,91.466,393302.0,91.2512,-0.003291,89.4701,93.0323,0.039037,0.008176,91.1455,-0.008555,90.932,91.1452,91.3332,-0.004691,91.0369,-0.018036,0
95,2000-05-15,91.2673,0.010194,0.019417,91.0369,46.4834,91.0369,517614.0,91.1062,-0.022696,89.2143,92.9981,0.041532,0.011066,90.9265,-0.022642,88.3231,91.0156,91.035,-0.018036,89.395,0.003977,1
96,2000-05-16,90.6941,0.01025,-0.08449,89.395,38.8514,89.395,637457.0,90.9727,-0.030942,89.0944,92.8511,0.041294,0.008014,89.1265,-0.014131,90.0577,90.9219,90.8374,0.003977,89.7505,0.003533,1
97,2000-05-17,90.3432,0.010295,-0.139638,89.7505,43.3517,89.7505,228598.0,90.8714,-0.019112,89.0294,92.7134,0.04054,0.008912,90.2988,0.007524,89.8646,90.8586,90.7189,0.003533,90.0676,0.000303,1
98,2000-05-18,90.0689,0.010284,-0.179081,90.0676,48.1956,90.0676,477344.0,90.765,-0.014991,89.0078,92.5223,0.038721,0.009099,90.5037,0.003837,89.9241,90.802,90.6229,0.000303,90.0948,-0.002714,0
99,2000-05-19,89.8316,0.008711,-0.227446,90.0948,50.0022,90.0948,835727.0,90.7594,-0.013034,88.9906,92.5282,0.038977,0.009049,90.1956,-0.002412,89.5723,90.7315,90.5041,-0.002714,89.8503,-0.01744,0
100,2000-05-22,89.6093,0.009536,-0.387749,89.8503,34.718,89.8503,835727.0,90.6868,-0.012435,88.6431,92.7304,0.04507,0.008796,89.2176,-0.020106,86.9261,90.5502,90.1624,-0.01744,88.2833,-0.005049,0
101,2000-05-23,89.2267,0.009489,-0.54448,88.2833,29.9189,88.2833,670804.0,90.5706,-0.021313,88.1684,92.9728,0.053046,0.008036,88.0294,-0.022401,87.7308,90.3492,89.8048,-0.005049,87.8376,-0.004071,0
102,2000-05-24,88.7092,0.008207,-0.689598,87.8376,30.7293,87.8376,448462.0,90.3507,-0.028729,87.6641,93.0373,0.05947,0.006816,88.3201,-0.0091,86.356,90.1367,89.4471,-0.004071,87.48,-0.009821,0
103,2000-05-25,88.0144,0.008332,-0.863972,87.48,30.7293,87.48,315763.0,90.1166,-0.038559,86.9981,93.2351,0.069211,0.006007,87.2836,-0.013853,85.9222,89.8763,89.0123,-0.009821,86.6209,-0.001792,0
104,2000-05-26,87.3375,0.008153,-1.003129,86.6209,21.2185,86.6209,421571.0,89.92,-0.037671,86.4054,93.4345,0.078171,0.006214,86.9497,-0.011596,85.7548,89.6236,88.6205,-0.001792,86.4656,0.005343,1
105,2000-05-29,87.0663,0.008266,-1.06387,86.4656,14.5008,86.4656,340079.0,89.7739,-0.015357,86.0127,93.535,0.083792,0.005543,87.1077,0.003541,86.7002,89.4239,88.36,0.005343,86.9276,0.024292,1
106,2000-05-30,87.3067,0.009681,-0.930884,86.9276,35.0849,86.9276,283748.0,89.6801,0.01368,85.9452,93.415,0.083293,0.013191,89.3322,0.029765,88.7863,89.3954,88.4645,0.024292,89.0392,0.002441,1
107,2000-05-31,87.662,0.009634,-0.79875,89.0392,35.0849,89.0392,389581.0,89.6801,0.020308,85.9193,93.2353,0.081674,0.012654,89.3004,0.026792,89.1973,89.3851,88.5864,0.002441,89.2565,0.003489,1
108,2000-01-06,88.2514,0.0096,-0.661281,89.2565,41.9053,89.2565,457811.0,89.5193,0.034023,85.9015,93.1372,0.080828,0.010147,89.5996,0.005938,89.5059,89.3987,88.7374,0.003489,89.568,-0.0007,0
109,2000-02-06,88.8593,0.009445,-0.55104,89.568,50.7361,89.568,407164.0,89.4277,0.035155,85.9124,92.9431,0.078619,0.009927,90.668,0.002787,88.2804,89.4066,88.8555,-0.0007,89.5053,-0.023652,0
110,2000-06-05,88.9515,0.010691,-0.627265,89.5053,50.7361,89.5053,387438.0,89.2236,0.0053,85.7338,92.7134,0.078227,0.017039,87.7332,-0.024335,87.0109,89.2571,88.6298,-0.023652,87.3883,-9.6e-05,0
111,2000-06-06,88.6196,0.010133,-0.680506,87.3883,34.98,87.3883,495339.0,88.9618,-0.018636,85.7707,92.1528,0.07174,0.011286,89.3385,-0.023746,85.5135,89.118,88.4375,-9.6e-05,87.3799,0.000997,1
112,2000-07-06,88.2617,0.010075,-0.707511,87.3799,35.4124,87.3799,577060.0,88.744,-0.020048,85.7893,91.6988,0.066591,0.011106,87.9565,0.000901,87.1886,88.9957,88.2882,0.000997,87.4671,0.031766,1
113,2000-08-06,88.3972,0.012625,-0.49896,87.4671,51.7124,87.4671,249684.0,88.683,0.007565,85.9208,91.4452,0.062294,0.019724,90.3087,0.032795,90.2004,89.0883,88.5894,0.031766,90.2456,-0.002183,0
114,2000-06-09,88.5059,0.012595,-0.345595,90.2456,58.6779,90.2456,389961.0,88.6336,0.00607,86.0172,91.25,0.059039,0.01978,90.2413,0.029514,89.7361,89.1594,88.8139,-0.002183,90.0486,0.004045,1
115,2000-06-12,89.1108,0.011924,-0.19244,90.0486,62.7621,90.0486,389961.0,88.6845,0.03461,85.968,91.401,0.061262,0.014078,90.5232,0.001854,90.3574,89.2523,89.0599,0.004045,90.4129,-0.000199,0
116,2000-06-13,89.7138,0.011899,-0.07169,90.4129,64.9483,90.4129,407953.0,88.7167,0.034503,85.9325,91.5009,0.062765,0.014091,90.707,0.003845,89.9282,89.3369,89.2652,-0.000199,90.3948,-0.014381,0
